时间,设备名称,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(uT),磁场Y(uT),磁场Z(uT),四元数0(),四元数1(),四元数2(),四元数3(),温度(°C),版本号(),电量(%)
2025-05-07 11:48:40.290,WTRL(B95BEB737CD0),0.064,0.929,0.31,-7.019,-2.93,-5.371,70.19,-2.17,-129.01,-58.25,8.75,46.042,0.36176,0.23434,-0.52267,-0.73547,25.7,10080.1.21,100
2025-05-07 11:48:40.297,WTLL(633828FBF9B6),-0.407,0.904,-0.016,6.165,-2.38,4.211,92.42,19.39,-109.72,-44.5,-2.375,19.608,0.30161,0.50485,-0.50565,-0.63116,26.9,10080.1.21,100
2025-05-07 11:48:40.298,WTLL(633828FBF9B6),-0.213,0.853,-0.035,-0.122,-5.798,0.732,91.87,18.68,-110.87,-41.625,-2.875,19.167,0.30161,0.50485,-0.50565,-0.63116,26.9,10080.1.21,100
2025-05-07 11:48:40.357,WTLL(633828FBF9B6),-0.362,0.892,-0.063,-4.456,14.709,-3.784,90.82,19.17,-112.25,-41.625,-2.875,19.167,0.30161,0.50485,-0.50565,-0.63116,26.9,10080.1.21,100
2025-05-07 11:48:40.379,WTRL(B95BEB737CD0),0.024,0.87,0.305,0.916,1.892,2.563,69.87,-1.92,-128.87,-58.25,8.75,46.042,0.36176,0.23434,-0.52267,-0.73547,25.7,10080.1.21,100
2025-05-07 11:48:40.417,WTLL(633828FBF9B6),-0.238,0.76,-0.121,10.254,-4.089,-3.174,91.03,19.4,-111.81,-41.625,-2.875,19.167,0.2876,0.49194,-0.51614,-0.63934,26.9,10080.1.21,100
2025-05-07 11:48:40.528,WTRL(B95BEB737CD0),0.017,0.844,0.324,5.005,-5.493,10.681,70.15,-2.64,-128.75,-59.375,8.375,48.575,0.36176,0.23434,-0.52267,-0.73547,25.7,10080.1.21,100
2025-05-07 11:48:40.539,WTLL(633828FBF9B6),-0.174,0.901,-0.1,3.357,-13.855,-6.226,91.56,20.49,-112.75,-42.625,-2.375,20.642,0.2876,0.49194,-0.51614,-0.63934,26.9,10080.1.21,100
2025-05-07 11:48:40.619,WTRL(B95BEB737CD0),-0.006,0.99,0.333,10.925,-3.967,1.404,70.93,-3.37,-128.75,-59.375,8.375,48.575,0.36176,0.23434,-0.52267,-0.73547,25.7,10080.1.21,100
2025-05-07 11:48:40.627,WTLL(633828FBF9B6),-0.374,0.956,-0.075,-6.165,-14.648,4.15,91.88,21.17,-112.89,-42.625,-2.375,20.642,0.2876,0.49194,-0.51614,-0.63934,26.9,10080.1.21,100
2025-05-07 11:48:40.711,WTRL(B95BEB737CD0),0.062,0.969,0.348,0.854,-3.54,-7.446,71.54,-2.99,-128.75,-59.375,8.375,48.575,0.36261,0.23392,-0.53424,-0.72681,25.7,10080.1.21,100
2025-05-07 11:48:40.777,WTLL(633828FBF9B6),-0.335,1.052,-0.009,-7.813,-20.508,5.676,91.91,20.82,-112.15,-42.625,-2.375,20.642,0.27441,0.49536,-0.51694,-0.64188,26.9,10080.1.21,100
2025-05-07 11:48:40.798,WTRL(B95BEB737CD0),0.062,0.988,0.327,-8.484,4.7,-4.395,70.93,-2.44,-128.75,-59.375,8.375,48.575,0.36261,0.23392,-0.53424,-0.72681,25.7,10080.1.21,100
2025-05-07 11:48:40.918,WTRL(B95BEB737CD0),0.018,0.903,0.316,-5.066,6.714,-0.305,70.19,-2.09,-128.51,-58.5,8.0,47.033,0.36261,0.23392,-0.53424,-0.72681,25.7,10080.1.21,100
2025-05-07 11:48:40.957,WTLL(633828FBF9B6),-0.36,0.988,-0.008,-8.362,-2.38,0.0,91.12,20.46,-112.4,-42.625,-2.375,20.642,0.27441,0.49536,-0.51694,-0.64188,26.9,10080.1.21,100
2025-05-07 11:48:40.958,WTLL(633828FBF9B6),-0.407,0.876,-0.052,-1.77,3.296,0.61,90.7,20.24,-111.86,-40.875,-2.875,18.683,0.27441,0.49536,-0.51694,-0.64188,26.9,10080.1.21,100
2025-05-07 11:48:40.979,WTRL(B95BEB737CD0),-0.004,0.854,0.304,-0.61,1.465,5.737,69.85,-2.27,-128.07,-58.5,8.0,47.033,0.36261,0.23392,-0.53424,-0.72681,25.7,10080.1.21,100
2025-05-07 11:48:41.460,WTLL(633828FBF9B6),-0.401,1.021,0.043,2.014,-7.813,-5.005,91.11,20.46,-111.65,-40.875,-2.875,18.683,0.27441,0.49536,-0.51694,-0.64188,26.9,10080.1.21,100
2025-05-07 11:48:41.990,WTRL(B95BEB737CD0),0.012,1.017,0.3,7.263,3.845,0.366,70.11,-2.68,-127.81,-58.5,8.0,47.033,0.37094,0.23685,-0.52621,-0.72751,25.7,10080.1.21,100
2025-05-07 11:48:41.142,WTLL(633828FBF9B6),-0.412,1.098,0.044,-2.319,-6.165,-3.479,91.34,20.97,-111.46,-40.875,-2.875,18.683,0.28021,0.4996,-0.50974,-0.64182,26.9,10080.1.21,100
2025-05-07 11:48:41.219,WTRL(B95BEB737CD0),0.052,0.995,0.344,4.883,4.089,-5.432,70.81,-2.37,-127.79,-58.5,8.0,47.033,0.37094,0.23685,-0.52621,-0.72751,25.7,10080.1.21,100
2025-05-07 11:48:41.227,WTLL(633828FBF9B6),-0.346,0.985,0.019,-1.526,-3.418,1.343,91.2,20.81,-111.47,-40.875,-2.875,18.683,0.28021,0.4996,-0.50974,-0.64182,26.9,10080.1.21,100
2025-05-07 11:48:41.309,WTRL(B95BEB737CD0),0.055,0.99,0.344,-4.456,1.404,-1.648,70.74,-2.1,-128.0,-58.5,7.625,46.267,0.37094,0.23685,-0.52621,-0.72751,25.7,10080.1.21,100
2025-05-07 11:48:41.399,WTRL(B95BEB737CD0),0.029,0.925,0.325,-4.089,2.93,-0.122,70.24,-2.03,-128.02,-58.5,7.625,46.267,0.37094,0.23685,-0.52621,-0.72751,25.7,10080.1.21,100
2025-05-07 11:48:41.407,WTLL(633828FBF9B6),-0.342,0.948,-0.007,-2.014,0.61,1.587,90.81,20.53,-111.76,-41.625,-4.375,22.7,0.28021,0.4996,-0.50974,-0.64182,26.9,10080.1.21,100
2025-05-07 11:48:41.466,WTLL(633828FBF9B6),-0.372,0.867,-0.06,-1.16,2.197,1.892,90.48,20.27,-111.79,-41.625,-4.375,22.7,0.28021,0.4996,-0.50974,-0.64182,26.9,10080.1.21,100
2025-05-07 11:48:41.518,WTRL(B95BEB737CD0),-0.012,0.846,0.31,-0.61,-1.343,3.662,69.93,-2.17,-127.92,-58.5,7.625,46.267,0.37057,0.23663,-0.52258,-0.73041,25.7,10080.1.21,100
2025-05-07 11:48:41.557,WTLL(633828FBF9B6),-0.483,0.949,-0.005,2.136,-9.888,-3.479,90.82,20.44,-111.77,-41.625,-4.375,22.7,0.28116,0.50116,-0.51047,-0.63962,26.9,10080.1.21,100
2025-05-07 11:48:41.579,WTRL(B95BEB737CD0),0.015,0.928,0.302,6.958,-3.296,1.526,70.21,-2.46,-127.85,-58.5,7.625,46.267,0.37057,0.23663,-0.52258,-0.73041,25.7,10080.1.21,100
2025-05-07 11:48:41.646,WTLL(633828FBF9B6),-0.454,1.209,0.045,-5.066,-35.339,-1.282,91.51,20.99,-111.36,-41.625,-4.375,22.7,0.28116,0.50116,-0.51047,-0.63962,26.9,10080.1.21,100
2025-05-07 11:48:41.729,WTRL(B95BEB737CD0),0.049,1.035,0.321,7.202,4.883,-3.174,70.93,-2.51,-127.86,-57.375,9.25,45.017,0.37057,0.23663,-0.52258,-0.73041,25.7,10080.1.21,100
2025-05-07 11:48:41.768,WTLL(633828FBF9B6),-0.372,1.159,0.096,-2.38,-6.592,-2.441,91.65,21.02,-111.2,-42.25,-2.625,21.15,0.28116,0.50116,-0.51047,-0.63962,26.9,10080.1.21,100
2025-05-07 11:48:41.789,WTRL(B95BEB737CD0),0.056,1.037,0.336,-3.174,5.798,-2.441,71.06,-2.38,-127.95,-57.375,9.25,45.017,0.37057,0.23663,-0.52258,-0.73041,25.7,10080.1.21,100
2025-05-07 11:48:41.827,WTLL(633828FBF9B6),-0.359,0.975,0.017,-4.089,5.371,-2.502,91.0,20.78,-111.71,-42.25,-2.625,21.15,0.28116,0.50116,-0.51047,-0.63962,26.9,10080.1.21,100
2025-05-07 11:48:41.909,WTRL(B95BEB737CD0),0.056,0.944,0.323,-6.104,8.179,-1.648,70.51,-2.1,-127.79,-57.375,9.25,45.017,0.37012,0.2413,-0.52225,-0.72934,25.7,10080.1.21,100
2025-05-07 11:48:41.947,WTLL(633828FBF9B6),-0.319,0.901,-0.008,-2.686,5.432,-1.465,90.42,20.62,-111.82,-42.25,-2.625,21.15,0.28415,0.49463,-0.5058,-0.64703,26.9,10080.1.21,100
2025-05-07 11:48:41.999,WTRL(B95BEB737CD0),0.022,0.918,0.308,-1.526,7.263,1.221,70.07,-1.99,-127.44,-57.375,9.25,45.017,0.37012,0.2413,-0.52225,-0.72934,25.7,10080.1.21,100
2025-05-07 11:48:42.660,WTLL(633828FBF9B6),-0.314,0.731,-0.116,8.057,14.771,-1.709,90.21,20.65,-111.71,-42.25,-2.625,21.15,0.28415,0.49463,-0.5058,-0.64703,26.9,10080.1.21,100
2025-05-07 11:48:42.156,WTLL(633828FBF9B6),-0.251,0.787,-0.097,6.897,-1.892,-1.343,90.69,21.02,-111.96,-42.0,-1.625,23.633,0.28415,0.49463,-0.5058,-0.64703,26.9,10080.1.21,100
2025-05-07 11:48:42.210,WTRL(B95BEB737CD0),0.015,0.896,0.315,3.174,-3.479,5.31,70.12,-2.31,-127.3,-59.625,8.125,46.325,0.37012,0.2413,-0.52225,-0.72934,25.7,10080.1.21,100
2025-05-07 11:48:42.242,WTRL(B95BEB737CD0),-0.018,0.942,0.338,7.813,-9.094,1.587,70.72,-2.74,-127.62,-59.625,8.125,46.325,0.37012,0.2413,-0.52225,-0.72934,25.7,10080.1.21,100
2025-05-07 11:48:42.247,WTLL(633828FBF9B6),-0.468,0.873,-0.063,0.977,-7.019,5.188,91.16,21.3,-112.12,-42.0,-1.625,23.633,0.28415,0.49463,-0.5058,-0.64703,26.9,10080.1.21,100
2025-05-07 11:48:42.328,WTRL(B95BEB737CD0),0.055,0.893,0.34,1.831,-14.893,-1.343,71.27,-2.72,-128.03,-59.625,8.125,46.325,0.36649,0.23438,-0.53296,-0.72568,25.7,10080.1.21,100
2025-05-07 11:48:42.366,WTLL(633828FBF9B6),-0.326,1.146,0.011,-3.54,-36.255,5.493,91.96,21.06,-111.49,-42.0,-1.625,23.633,0.27417,0.49741,-0.51517,-0.64178,26.9,10080.1.21,100
2025-05-07 11:48:42.389,WTRL(B95BEB737CD0),0.063,1.053,0.301,-1.953,3.357,-3.052,71.07,-2.79,-128.33,-59.625,8.125,46.325,0.36649,0.23438,-0.53296,-0.72568,25.7,10080.1.21,100
2025-05-07 11:48:42.487,WTLL(633828FBF9B6),-0.377,1.085,-0.006,-9.155,-13.428,0.427,91.41,20.95,-112.16,-42.0,-1.625,23.633,0.27417,0.49741,-0.51517,-0.64178,26.9,10080.1.21,100
2025-05-07 11:48:42.509,WTRL(B95BEB737CD0),0.056,0.917,0.323,-2.869,10.925,-3.967,70.8,-2.27,-128.14,-58.5,9.625,48.833,0.36649,0.23438,-0.53296,-0.72568,25.7,10080.1.21,100
2025-05-07 11:48:42.546,WTLL(633828FBF9B6),-0.337,0.932,-0.013,-5.615,-2.869,0.305,90.89,20.62,-111.77,-41.5,-3.25,21.183,0.27417,0.49741,-0.51517,-0.64178,26.9,10080.1.21,100
2025-05-07 11:48:42.598,WTRL(B95BEB737CD0),-0.008,0.942,0.313,-3.357,10.864,2.075,70.34,-2.05,-127.5,-58.5,9.625,48.833,0.36649,0.23438,-0.53296,-0.72568,25.7,10080.1.21,100
2025-05-07 11:48:42.637,WTLL(633828FBF9B6),-0.411,0.933,-0.012,-7.019,4.883,-5.188,90.17,20.87,-111.82,-41.5,-3.25,21.183,0.27417,0.49741,-0.51517,-0.64178,26.9,10080.1.21,100
2025-05-07 11:48:42.725,WTRL(B95BEB737CD0),-0.015,0.913,0.321,1.221,7.141,1.831,70.22,-1.97,-126.7,-58.5,9.625,48.833,0.37738,0.24612,-0.52029,-0.7254,25.7,10080.1.21,100
2025-05-07 11:48:42.757,WTLL(633828FBF9B6),-0.35,0.879,0.008,8.362,6.287,-3.174,90.34,21.13,-111.1,-41.5,-3.25,21.183,0.28348,0.50137,-0.5022,-0.64493,26.9,10080.1.21,100
2025-05-07 11:48:42.839,WTRL(B95BEB737CD0),0.044,0.981,0.31,1.77,-3.296,3.235,70.32,-2.29,-126.55,-58.5,9.625,48.833,0.37738,0.24612,-0.52029,-0.7254,25.7,10080.1.21,100
2025-05-07 11:48:42.876,WTLL(633828FBF9B6),-0.296,0.868,0.036,16.968,23.315,-6.042,90.92,21.42,-111.29,-41.5,-3.25,21.183,0.28348,0.50137,-0.5022,-0.64493,26.9,10080.1.21,100
2025-05-07 11:48:42.959,WTRL(B95BEB737CD0),0.122,1.047,0.316,4.517,-5.432,-1.282,70.69,-2.7,-127.3,-59.0,8.75,47.317,0.37738,0.24612,-0.52029,-0.7254,25.7,10080.1.21,100
2025-05-07 11:48:42.966,WTLL(633828FBF9B6),-0.297,0.762,-0.083,12.207,21.912,3.723,91.16,21.34,-111.67,-41.875,-3.75,20.683,0.28348,0.50137,-0.5022,-0.64493,26.9,10080.1.21,100
2025-05-07 11:48:42.989,WTRL(B95BEB737CD0),0.106,0.964,0.347,0.305,-0.977,-2.93,71.03,-2.63,-128.13,-59.0,8.75,47.317,0.37738,0.24612,-0.52029,-0.7254,25.7,10080.1.21,100
2025-05-07 11:48:43.270,WTLL(633828FBF9B6),-0.316,0.809,-0.059,0.793,13.428,3.784,91.04,20.96,-112.25,-41.875,-3.75,20.683,0.28348,0.50137,-0.5022,-0.64493,26.9,10080.1.21,100
2025-05-07 11:48:43.109,WTRL(B95BEB737CD0),0.055,0.909,0.335,-2.441,-2.747,-1.77,70.91,-2.25,-128.17,-59.0,8.75,47.317,0.36841,0.24146,-0.52576,-0.72763,25.7,10080.1.21,100
2025-05-07 11:48:43.176,WTLL(633828FBF9B6),-0.341,0.886,-0.043,-4.028,0.366,3.052,90.75,20.8,-112.12,-41.875,-3.75,20.683,0.28067,0.4967,-0.50845,-0.6449,26.9,10080.1.21,100
2025-05-07 11:48:43.199,WTRL(B95BEB737CD0),-0.014,0.918,0.317,-2.93,2.686,1.892,70.59,-2.07,-127.63,-59.0,8.75,47.317,0.36841,0.24146,-0.52576,-0.72763,25.7,10080.1.21,100
2025-05-07 11:48:43.266,WTLL(633828FBF9B6),-0.429,0.905,-0.031,-4.883,-0.977,-1.831,90.31,20.97,-111.92,-41.875,-3.75,20.683,0.28067,0.4967,-0.50845,-0.6449,26.9,10080.1.21,100
2025-05-07 11:48:43.325,WTRL(B95BEB737CD0),-0.027,0.892,0.311,-1.099,1.648,3.845,70.33,-2.1,-126.91,-58.5,9.0,45.058,0.36841,0.24146,-0.52576,-0.72763,25.7,10080.1.21,100
2025-05-07 11:48:43.356,WTLL(633828FBF9B6),-0.407,1.028,0.049,-1.282,-10.071,-4.089,90.51,21.34,-111.43,-40.75,-2.875,23.183,0.28067,0.4967,-0.50845,-0.6449,26.9,10080.1.21,100
2025-05-07 11:48:43.408,WTRL(B95BEB737CD0),0.001,1.006,0.3,2.991,1.648,0.183,70.35,-2.36,-126.64,-58.5,9.0,45.058,0.36841,0.24146,-0.52576,-0.72763,25.7,10080.1.21,100
2025-05-07 11:48:43.447,WTLL(633828FBF9B6),-0.399,1.039,0.06,2.625,1.953,-2.808,90.76,21.63,-111.3,-40.75,-2.875,23.183,0.28067,0.4967,-0.50845,-0.6449,26.9,10080.1.21,100
2025-05-07 11:48:43.528,WTRL(B95BEB737CD0),0.074,0.984,0.32,3.052,-3.845,-1.831,70.7,-2.42,-127.0,-58.5,9.0,45.058,0.37161,0.23956,-0.52783,-0.7251,25.7,10080.1.21,100
2025-05-07 11:48:43.597,WTLL(633828FBF9B6),-0.328,0.949,0.073,13.55,14.587,-2.136,91.36,21.4,-111.21,-40.75,-2.875,23.183,0.27661,0.50305,-0.50787,-0.64215,26.9,10080.1.21,100
2025-05-07 11:48:43.629,WTRL(B95BEB737CD0),0.113,1.04,0.313,0.977,-0.488,-1.221,70.9,-2.66,-127.81,-58.5,9.0,45.058,0.37161,0.23956,-0.52783,-0.7251,25.7,10080.1.21,100
2025-05-07 11:48:43.656,WTLL(633828FBF9B6),-0.336,0.899,-0.021,4.761,14.709,-0.305,91.32,21.19,-111.82,-40.75,-2.875,23.183,0.27661,0.50305,-0.50787,-0.64215,26.9,10080.1.21,100
2025-05-07 11:48:43.739,WTRL(B95BEB737CD0),0.096,0.956,0.338,-0.244,4.333,-2.319,71.0,-2.5,-128.17,-59.125,8.125,47.808,0.37161,0.23956,-0.52783,-0.7251,25.7,10080.1.21,100
2025-05-07 11:48:43.776,WTLL(633828FBF9B6),-0.326,0.875,-0.027,-2.625,4.578,0.671,91.02,20.97,-112.09,-41.875,-3.125,20.917,0.27661,0.50305,-0.50787,-0.64215,26.9,10080.1.21,100
2025-05-07 11:48:43.800,WTRL(B95BEB737CD0),0.033,0.93,0.329,-3.174,6.592,-0.122,70.79,-2.22,-127.8,-59.125,8.125,47.808,0.37161,0.23956,-0.52783,-0.7251,25.7,10080.1.21,100
2025-05-07 11:48:43.867,WTLL(633828FBF9B6),-0.354,0.906,-0.018,-6.836,4.028,-0.916,90.46,21.06,-111.94,-41.875,-3.125,20.917,0.27661,0.50305,-0.50787,-0.64215,26.9,10080.1.21,100
2025-05-07 11:48:43.926,WTRL(B95BEB737CD0),-0.007,0.94,0.32,-2.197,6.653,0.916,70.44,-1.96,-126.93,-59.125,8.125,47.808,0.37756,0.24847,-0.51917,-0.72531,25.7,10080.1.21,100
2025-05-07 11:48:44.900,WTRL(B95BEB737CD0),-0.056,0.934,0.321,-1.465,5.493,1.099,70.21,-1.78,-126.11,-59.125,8.125,47.808,0.37756,0.24847,-0.51917,-0.72531,25.7,10080.1.21,100
2025-05-07 11:48:44.270,WTLL(633828FBF9B6),-0.374,0.908,-0.006,-6.897,3.784,-1.404,89.73,21.24,-111.65,-41.875,-3.125,20.917,0.27661,0.50305,-0.50787,-0.64215,26.9,10080.1.21,100
2025-05-07 11:48:44.470,WTLL(633828FBF9B6),-0.42,0.828,-0.071,-1.099,-0.61,-0.122,89.23,21.38,-111.48,-41.875,-3.125,20.917,0.28601,0.49762,-0.496,-0.65149,26.9,10080.1.21,100
2025-05-07 11:48:44.129,WTRL(B95BEB737CD0),0.022,0.854,0.322,0.0,-6.897,3.479,70.09,-1.87,-125.9,-59.5,9.75,44.617,0.37756,0.24847,-0.51917,-0.72531,25.7,10080.1.21,100
2025-05-07 11:48:44.196,WTLL(633828FBF9B6),-0.27,0.959,0.046,14.343,-7.629,-1.953,90.47,21.57,-111.1,-41.75,-5.875,17.233,0.28601,0.49762,-0.496,-0.65149,26.9,10080.1.21,100
2025-05-07 11:48:44.230,WTRL(B95BEB737CD0),0.068,1.057,0.301,6.409,-10.925,0.549,70.37,-2.67,-126.93,-59.5,9.75,44.617,0.37756,0.24847,-0.51917,-0.72531,25.7,10080.1.21,100
2025-05-07 11:48:44.256,WTLL(633828FBF9B6),-0.328,0.928,-0.047,6.531,8.179,1.892,90.93,21.8,-111.82,-41.75,-5.875,17.233,0.28601,0.49762,-0.496,-0.65149,26.9,10080.1.21,100
2025-05-07 11:48:44.338,WTRL(B95BEB737CD0),0.078,0.954,0.346,3.723,-4.333,-4.883,71.03,-2.61,-127.8,-59.5,9.75,44.617,0.36765,0.24005,-0.5293,-0.72589,25.7,10080.1.21,100
2025-05-07 11:48:44.376,WTLL(633828FBF9B6),-0.294,0.843,-0.062,2.563,-2.075,7.935,91.21,21.23,-112.02,-41.75,-5.875,17.233,0.2764,0.49979,-0.51132,-0.64206,26.9,10080.1.21,100
2025-05-07 11:48:44.400,WTRL(B95BEB737CD0),0.038,0.894,0.341,-4.517,-5.92,-2.686,70.91,-2.27,-128.23,-59.5,9.75,44.617,0.36765,0.24005,-0.5293,-0.72589,25.7,10080.1.21,100
2025-05-07 11:48:44.436,WTLL(633828FBF9B6),-0.35,0.908,-0.048,-1.709,-4.395,2.502,91.19,20.96,-112.17,-41.75,-5.875,17.233,0.2764,0.49979,-0.51132,-0.64206,26.9,10080.1.21,100
2025-05-07 11:48:44.526,WTRL(B95BEB737CD0),-0.021,0.914,0.318,-1.099,-1.343,-1.953,70.57,-1.97,-128.15,-59.125,8.25,47.808,0.36765,0.24005,-0.5293,-0.72589,25.7,10080.1.21,100
2025-05-07 11:48:44.557,WTLL(633828FBF9B6),-0.458,0.964,-0.015,-3.235,-6.775,0.122,91.14,21.06,-112.12,-40.5,-5.0,20.742,0.2764,0.49979,-0.51132,-0.64206,26.9,10080.1.21,100
2025-05-07 11:48:44.609,WTRL(B95BEB737CD0),-0.016,0.921,0.31,-1.648,0.122,-0.122,70.43,-1.73,-127.8,-59.125,8.25,47.808,0.36765,0.24005,-0.5293,-0.72589,25.7,10080.1.21,100
2025-05-07 11:48:44.646,WTLL(633828FBF9B6),-0.328,1.015,0.064,6.653,-0.183,-3.723,91.75,21.18,-111.42,-40.5,-5.0,20.742,0.2764,0.49979,-0.51132,-0.64206,26.9,10080.1.21,100
2025-05-07 11:48:44.759,WTRL(B95BEB737CD0),-0.006,1.052,0.302,0.0,1.099,-1.282,70.25,-1.96,-128.02,-59.125,8.25,47.808,0.36765,0.24005,-0.5293,-0.72589,25.7,10080.1.21,100
2025-05-07 11:48:44.766,WTLL(633828FBF9B6),-0.362,0.89,-0.009,8.118,19.104,-3.052,91.66,21.28,-112.1,-40.5,-5.0,20.742,0.27203,0.49942,-0.5134,-0.64255,26.9,10080.1.21,100
2025-05-07 11:48:44.830,WTRL(B95BEB737CD0),-0.014,0.978,0.345,0.183,2.319,-10.559,70.4,-1.43,-128.57,-59.125,8.25,47.808,0.36072,0.24118,-0.52359,-0.73312,25.7,10080.1.21,100
2025-05-07 11:48:44.857,WTLL(633828FBF9B6),-0.291,0.797,-0.064,7.324,5.066,8.24,91.66,20.76,-112.45,-40.5,-5.0,20.742,0.27203,0.49942,-0.5134,-0.64255,26.9,10080.1.21,100
2025-05-07 11:48:44.939,WTRL(B95BEB737CD0),0.042,0.941,0.346,-6.287,-12.939,-11.23,70.07,-0.6,-129.61,-57.0,4.875,48.625,0.36072,0.24118,-0.52359,-0.73312,25.7,10080.1.21,100
2025-05-07 11:48:44.976,WTLL(633828FBF9B6),-0.292,0.84,-0.08,3.723,-4.089,11.536,91.58,19.93,-113.52,-43.125,-3.5,21.908,0.27203,0.49942,-0.5134,-0.64255,26.9,10080.1.21,100
2025-05-07 11:48:45.300,WTRL(B95BEB737CD0),0.036,0.922,0.331,-3.235,-16.235,-8.911,69.55,-0.08,-131.31,-57.0,4.875,48.625,0.36072,0.24118,-0.52359,-0.73312,25.7,10080.1.21,100
2025-05-07 11:48:45.670,WTLL(633828FBF9B6),-0.316,0.887,-0.072,3.784,-13.794,13.55,91.75,18.98,-113.98,-43.125,-3.5,21.908,0.27203,0.49942,-0.5134,-0.64255,26.9,10080.1.21,100
2025-05-07 11:48:45.149,WTRL(B95BEB737CD0),0.053,0.863,0.342,-1.953,-15.137,4.883,69.29,-0.14,-132.21,-57.0,4.875,48.625,0.33539,0.22421,-0.5217,-0.75165,25.7,10080.1.21,100
2025-05-07 11:48:45.186,WTLL(633828FBF9B6),-0.28,1.009,-0.04,-0.061,-14.954,5.676,92.29,18.26,-113.86,-43.125,-3.5,21.908,0.27667,0.47806,-0.53821,-0.63651,26.9,10080.1.21,100
2025-05-07 11:48:45.209,WTRL(B95BEB737CD0),0.027,0.953,0.33,0.366,-3.418,9.277,69.19,-1.05,-132.32,-57.0,4.875,48.625,0.33539,0.22421,-0.5217,-0.75165,25.7,10080.1.21,100
2025-05-07 11:48:45.246,WTLL(633828FBF9B6),-0.301,1.05,-0.021,-4.883,-4.15,-2.075,92.29,18.2,-113.87,-43.125,-3.5,21.908,0.27667,0.47806,-0.53821,-0.63651,26.9,10080.1.21,100
2025-05-07 11:48:45.358,WTRL(B95BEB737CD0),-0.007,0.927,0.339,0.0,11.169,3.174,69.2,-1.47,-131.65,-56.0,7.875,49.425,0.33539,0.22421,-0.5217,-0.75165,25.7,10080.1.21,100
2025-05-07 11:48:45.396,WTLL(633828FBF9B6),-0.313,1.0,-0.005,-6.531,4.456,-8.057,91.97,18.61,-113.4,-41.25,-3.0,21.175,0.27667,0.47806,-0.53821,-0.63651,26.9,10080.1.21,100
2025-05-07 11:48:45.431,WTRL(B95BEB737CD0),-0.031,0.964,0.334,-0.061,15.442,-2.502,69.1,-1.13,-130.55,-56.0,7.875,49.425,0.33539,0.22421,-0.5217,-0.75165,25.7,10080.1.21,100
2025-05-07 11:48:45.456,WTLL(633828FBF9B6),-0.4,0.916,-0.038,-5.798,9.216,-7.629,91.36,19.3,-113.01,-41.25,-3.0,21.175,0.27667,0.47806,-0.53821,-0.63651,26.9,10080.1.21,100
