video_path,logic,candidate
SM_video/Depth/6喝水/user2/1-2-3/Depth.mp4,drinking,"""pouring,stirring"""
"SM_video/Depth/8取,用餐具/user2/2-2-1/Depth.mp4",grabbingutensils,"""pouring,throwing"""
SM_video/Depth/29深蹲/user2/2-2-1/Depth.mp4,squats,"""jumping jacks,lunges"""
"SM_video/Depth/8取,用餐具/user2/2-2-2/Depth.mp4",grabbingutensils,"""pouring,throwing"""
SM_video/Depth/29深蹲/user2/2-2-2/Depth.mp4,squats,"""jumping jacks,lunges"""
"SM_video/Depth/8取,用餐具/user2/2-2-3/Depth.mp4",grabbingutensils,"""pouring,throwing"""
SM_video/Depth/29深蹲/user2/2-2-3/Depth.mp4,squats,"""jumping jacks,lunges"""
SM_video/Depth/12扫地/user2/3-1-1/Depth.mp4,sweeping,"""mopping,walking"""
SM_video/Depth/13拖地/user2/3-1-1/Depth.mp4,mopping,"""sweeping,walking"""
SM_video/Depth/12扫地/user2/3-1-2/Depth.mp4,sweeping,"""mopping,walking"""
SM_video/Depth/13拖地/user2/3-1-2/Depth.mp4,mopping,"""sweeping,walking"""
SM_video/Depth/12扫地/user2/3-1-3/Depth.mp4,sweeping,"""mopping,walking"""
SM_video/Depth/13拖地/user2/3-1-3/Depth.mp4,mopping,"""sweeping,walking"""
SM_video/Depth/22翻页/user2/3-2-2/Depth.mp4,turningapage,"""writing,reading"""
SM_video/Depth/22翻页/user2/3-2-3/Depth.mp4,turningapage,"""writing,reading"""
SM_video/Depth/19打电话/user2/4-1-1/Depth.mp4,calling,"""checking the time,using mobile phone"""
SM_video/Depth/18写作/user2/4-1-1/Depth.mp4,writing,"""reading,turning a page"""
SM_video/Depth/19打电话/user2/4-1-2/Depth.mp4,calling,"""checking the time,using mobile phone"""
SM_video/Depth/18写作/user2/4-1-2/Depth.mp4,writing,"""reading,turning a page"""
SM_video/Depth/19打电话/user2/4-1-3/Depth.mp4,calling,"""checking the time,using mobile phone"""
SM_video/Depth/18写作/user2/4-1-3/Depth.mp4,writing,"""reading,turning a page"""
SM_video/Depth/7吃东西/user2/4-2-1/Depth.mp4,eating,"""washing dishes,throwing"""
SM_video/Depth/7吃东西/user2/4-2-2/Depth.mp4,eating,"""washing dishes,throwing"""
SM_video/Depth/7吃东西/user2/4-2-3/Depth.mp4,eating,"""washing dishes,throwing"""
SM_video/Depth/18写作/user2/4-3-1/Depth.mp4,writing,"""reading,turning a page"""
SM_video/Depth/18写作/user2/4-3-2/Depth.mp4,writing,"""reading,turning a page"""
SM_video/Depth/18写作/user2/4-3-3/Depth.mp4,writing,"""reading,turning a page"""
SM_video/Depth/30开合跳/user2/5-1-1/Depth.mp4,jumpingjacks,"""running,squats"""
SM_video/Depth/30开合跳/user2/5-1-2/Depth.mp4,jumpingjacks,"""running,squats"""
SM_video/Depth/30开合跳/user2/5-1-3/Depth.mp4,jumpingjacks,"""running,squats"""
SM_video/Depth/10搅拌饮料/user2/6-1-1/Depth.mp4,stirring,"""pouring,standing up"""
SM_video/Depth/10搅拌饮料/user2/6-1-2/Depth.mp4,stirring,"""pouring,standing up"""
SM_video/Depth/37服药/user2/7-1-1/Depth.mp4,takingmedicine,"""checking the time,throwing"""
SM_video/Depth/37服药/user2/7-1-2/Depth.mp4,takingmedicine,"""checking the time,throwing"""
SM_video/Depth/37服药/user2/7-1-3/Depth.mp4,takingmedicine,"""checking the time,throwing"""
SM_video/Depth/7吃东西/user2/7-2-1/Depth.mp4,eating,"""wiping hands,peeling fruit"""
SM_video/Depth/7吃东西/user2/7-2-2/Depth.mp4,eating,"""wiping hands,peeling fruit"""
SM_video/Depth/7吃东西/user2/7-2-3/Depth.mp4,eating,"""wiping hands,peeling fruit"""
SM_video/Depth/23用耳机听音乐/user2/7-3-1/Depth.mp4,listentomusicwithheadphones,"""checking the time,using mobile phone"""
SM_video/Depth/23用耳机听音乐/user2/7-3-2/Depth.mp4,listentomusicwithheadphones,"""checking the time,using mobile phone"""
SM_video/Depth/23用耳机听音乐/user2/7-3-3/Depth.mp4,listentomusicwithheadphones,"""checking the time,using mobile phone"""
SM_video/Depth/5穿衣/user3/1-1-1/Depth.mp4,gettingdressed,"""folding clothes,checking the time"""
SM_video/Depth/5穿衣/user3/1-1-2/Depth.mp4,gettingdressed,"""folding clothes,checking the time"""
SM_video/Depth/5穿衣/user3/1-1-3/Depth.mp4,gettingdressed,"""folding clothes,checking the time"""
SM_video/Depth/6喝水/user3/1-2-1/Depth.mp4,drinking,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/6喝水/user3/1-2-2/Depth.mp4,drinking,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/6喝水/user3/1-2-3/Depth.mp4,drinking,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/29深蹲/user3/2-1-1/Depth.mp4,squats,"""running in place,lunges"""
SM_video/Depth/33躺下/user3/2-1-1/Depth.mp4,lyingdown,"""sitting down,standing up"""
SM_video/Depth/29深蹲/user3/2-1-2/Depth.mp4,squats,"""running in place,lunges"""
SM_video/Depth/33躺下/user3/2-1-2/Depth.mp4,lyingdown,"""sitting down,standing up"""
SM_video/Depth/29深蹲/user3/2-1-3/Depth.mp4,squats,"""running in place,lunges"""
SM_video/Depth/33躺下/user3/2-1-3/Depth.mp4,lyingdown,"""sitting down,standing up"""
SM_video/Depth/37服药/user3/2-2-1/Depth.mp4,takingmedicine,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/37服药/user3/2-2-2/Depth.mp4,takingmedicine,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/39测量体温/user3/2-2-2/Depth.mp4,measurebodytemperature,"""drinking,eating"""
SM_video/Depth/37服药/user3/2-2-3/Depth.mp4,takingmedicine,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/39测量体温/user3/2-2-3/Depth.mp4,measurebodytemperature,"""drinking,eating"""
SM_video/Depth/14擦碗/user3/3-1-1/Depth.mp4,washingdishes,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/14擦碗/user3/3-1-2/Depth.mp4,washingdishes,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/14擦碗/user3/3-1-3/Depth.mp4,washingdishes,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/34坐下/user3/3-2-1/Depth.mp4,sittingdown,"""wiping surfaces,lying down"""
SM_video/Depth/19打电话/user3/3-2-1/Depth.mp4,calling,"""playing games,taking a selfie"""
SM_video/Depth/17敲击键盘/user3/3-2-1/Depth.mp4,typingonakeyboard,"""grabbing utensils,writing"""
SM_video/Depth/18写作/user3/3-2-1/Depth.mp4,writing,"""grabbing utensils,reading"""
SM_video/Depth/34坐下/user3/3-2-2/Depth.mp4,sittingdown,"""wiping surfaces,lying down"""
SM_video/Depth/19打电话/user3/3-2-2/Depth.mp4,calling,"""playing games,taking a selfie"""
SM_video/Depth/17敲击键盘/user3/3-2-2/Depth.mp4,typingonakeyboard,"""grabbing utensils,writing"""
SM_video/Depth/18写作/user3/3-2-2/Depth.mp4,writing,"""grabbing utensils,reading"""
SM_video/Depth/34坐下/user3/3-2-3/Depth.mp4,sittingdown,"""wiping surfaces,lying down"""
SM_video/Depth/19打电话/user3/3-2-3/Depth.mp4,calling,"""playing games,taking a selfie"""
SM_video/Depth/17敲击键盘/user3/3-2-3/Depth.mp4,typingonakeyboard,"""grabbing utensils,writing"""
SM_video/Depth/18写作/user3/3-2-3/Depth.mp4,writing,"""grabbing utensils,reading"""
SM_video/Depth/17敲击键盘/user3/4-1-1/Depth.mp4,typingonakeyboard,"""grabbing utensils,writing"""
SM_video/Depth/22翻页/user3/4-1-1/Depth.mp4,turningapage,"""writing,reading"""
SM_video/Depth/6喝水/user3/4-1-1/Depth.mp4,drinking,"""eating,grabbing utensils"""
SM_video/Depth/42扔（垃圾）/user3/4-1-1/Depth.mp4,throwing,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/17敲击键盘/user3/4-1-2/Depth.mp4,typingonakeyboard,"""grabbing utensils,writing"""
SM_video/Depth/22翻页/user3/4-1-2/Depth.mp4,turningapage,"""writing,reading"""
SM_video/Depth/6喝水/user3/4-1-2/Depth.mp4,drinking,"""eating,grabbing utensils"""
SM_video/Depth/42扔（垃圾）/user3/4-1-2/Depth.mp4,throwing,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/17敲击键盘/user3/4-1-3/Depth.mp4,typingonakeyboard,"""grabbing utensils,writing"""
SM_video/Depth/22翻页/user3/4-1-3/Depth.mp4,turningapage,"""writing,reading"""
SM_video/Depth/6喝水/user3/4-1-3/Depth.mp4,drinking,"""eating,grabbing utensils"""
SM_video/Depth/42扔（垃圾）/user3/4-1-3/Depth.mp4,throwing,"""grabbing utensils,wiping surfaces"""
SM_video/Depth/10搅拌饮料/user3/5-1-1/Depth.mp4,stirring,"""drinking,grabbing utensils"""
SM_video/Depth/10搅拌饮料/user3/5-1-2/Depth.mp4,stirring,"""drinking,grabbing utensils"""
SM_video/Depth/10搅拌饮料/user3/5-1-3/Depth.mp4,stirring,"""drinking,grabbing utensils"""
SM_video/Depth/34坐下/user3/5-2-1/Depth.mp4,sittingdown,"""wiping surfaces,lying down"""
SM_video/Depth/21阅读文件/user3/5-2-1/Depth.mp4,reading,"""writing,turning a page"""
SM_video/Depth/7吃东西/user3/5-2-1/Depth.mp4,eating,"""drinking,peeling fruit"""
SM_video/Depth/34坐下/user3/5-2-2/Depth.mp4,sittingdown,"""wiping surfaces,lying down"""
SM_video/Depth/21阅读文件/user3/5-2-2/Depth.mp4,reading,"""writing,turning a page"""
SM_video/Depth/7吃东西/user3/5-2-2/Depth.mp4,eating,"""drinking,peeling fruit"""
SM_video/Depth/34坐下/user3/5-2-3/Depth.mp4,sittingdown,"""wiping surfaces,lying down"""
SM_video/Depth/21阅读文件/user3/5-2-3/Depth.mp4,reading,"""writing,turning a page"""
SM_video/Depth/7吃东西/user3/5-2-3/Depth.mp4,eating,"""drinking,peeling fruit"""
SM_video/Depth/7吃东西/user3/6-1-1/Depth.mp4,eating,"""grabbing utensils,washing dishes"""
SM_video/Depth/7吃东西/user3/6-1-2/Depth.mp4,eating,"""grabbing utensils,washing dishes"""
SM_video/Depth/7吃东西/user3/6-1-3/Depth.mp4,eating,"""grabbing utensils,washing dishes"""
SM_video/Depth/12扫地/user3/6-2-1/Depth.mp4,sweeping,"""jumping jacks,stretching"""
SM_video/Depth/13拖地/user3/6-2-1/Depth.mp4,mopping,"""jumping jacks,stretching"""
SM_video/Depth/12扫地/user3/6-2-2/Depth.mp4,sweeping,"""jumping jacks,stretching"""
SM_video/Depth/13拖地/user3/6-2-2/Depth.mp4,mopping,"""jumping jacks,stretching"""
SM_video/Depth/12扫地/user3/6-2-3/Depth.mp4,sweeping,"""jumping jacks,stretching"""
SM_video/Depth/13拖地/user3/6-2-3/Depth.mp4,mopping,"""jumping jacks,stretching"""
SM_video/Depth/7吃东西/user3/7-1-1/Depth.mp4,eating,"""drinking,grabbing utensils"""
SM_video/Depth/37服药/user3/7-1-1/Depth.mp4,takingmedicine,"""eating,grabbing utensils"""
SM_video/Depth/32站起/user3/7-1-1/Depth.mp4,standingup,"""running in place,squats"""
SM_video/Depth/40单腿平衡/user3/7-1-1/Depth.mp4,onelegbalance,"""running in place,lunges"""
SM_video/Depth/7吃东西/user3/7-1-2/Depth.mp4,eating,"""drinking,grabbing utensils"""
SM_video/Depth/37服药/user3/7-1-2/Depth.mp4,takingmedicine,"""eating,grabbing utensils"""
SM_video/Depth/32站起/user3/7-1-2/Depth.mp4,standingup,"""running in place,squats"""
SM_video/Depth/40单腿平衡/user3/7-1-2/Depth.mp4,onelegbalance,"""running in place,lunges"""
SM_video/Depth/7吃东西/user3/7-1-3/Depth.mp4,eating,"""drinking,grabbing utensils"""
SM_video/Depth/37服药/user3/7-1-3/Depth.mp4,takingmedicine,"""eating,grabbing utensils"""
SM_video/Depth/32站起/user3/7-1-3/Depth.mp4,standingup,"""running in place,squats"""
SM_video/Depth/0洗脸/user4/1-1-1/Depth.mp4,washingface,"""drinking,washing dishes"""
SM_video/Depth/0洗脸/user4/1-1-2/Depth.mp4,washingface,"""drinking,washing dishes"""
SM_video/Depth/0洗脸/user4/1-1-3/Depth.mp4,washingface,"""drinking,washing dishes"""
SM_video/Depth/10搅拌饮料/user4/1-2-1/Depth.mp4,stirring,"""pouring,taking medicine"""
SM_video/Depth/10搅拌饮料/user4/1-2-2/Depth.mp4,stirring,"""pouring,taking medicine"""
SM_video/Depth/7吃东西/user4/1-2-2/Depth.mp4,eating,"""peeling fruit,throwing"""
SM_video/Depth/10搅拌饮料/user4/1-2-3/Depth.mp4,stirring,"""pouring,taking medicine"""
SM_video/Depth/7吃东西/user4/1-2-3/Depth.mp4,eating,"""peeling fruit,throwing"""
SM_video/Depth/7吃东西/user4/2-1-1/Depth.mp4,eating,"""wiping hands,drinking"""
SM_video/Depth/6喝水/user4/2-1-1/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/41削水果/user4/2-1-1/Depth.mp4,peelingfruit,"""eating,peeling fruit"""
SM_video/Depth/7吃东西/user4/2-1-2/Depth.mp4,eating,"""wiping hands,drinking"""
SM_video/Depth/6喝水/user4/2-1-2/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/41削水果/user4/2-1-2/Depth.mp4,peelingfruit,"""eating,peeling fruit"""
SM_video/Depth/7吃东西/user4/2-1-3/Depth.mp4,eating,"""wiping hands,drinking"""
SM_video/Depth/6喝水/user4/2-1-3/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/41削水果/user4/2-1-3/Depth.mp4,peelingfruit,"""eating,peeling fruit"""
SM_video/Depth/12扫地/user4/2-2-1/Depth.mp4,sweeping,"""mopping,walking"""
SM_video/Depth/13拖地/user4/2-2-1/Depth.mp4,mopping,"""sweeping,walking"""
SM_video/Depth/12扫地/user4/2-2-2/Depth.mp4,sweeping,"""mopping,walking"""
SM_video/Depth/13拖地/user4/2-2-2/Depth.mp4,mopping,"""sweeping,walking"""
SM_video/Depth/12扫地/user4/2-2-3/Depth.mp4,sweeping,"""mopping,walking"""
SM_video/Depth/13拖地/user4/2-2-3/Depth.mp4,mopping,"""sweeping,walking"""
SM_video/Depth/24使用手机/user4/3-2-1/Depth.mp4,usingmobilephone,"""calling,checking the time"""
SM_video/Depth/30开合跳/user4/3-2-1/Depth.mp4,jumpingjacks,"""squats,stretching"""
SM_video/Depth/31伸展运动/user4/3-2-1/Depth.mp4,stretching,"""jumping jacks,lunges"""
SM_video/Depth/24使用手机/user4/3-2-2/Depth.mp4,usingmobilephone,"""calling,checking the time"""
SM_video/Depth/30开合跳/user4/3-2-2/Depth.mp4,jumpingjacks,"""squats,stretching"""
SM_video/Depth/31伸展运动/user4/3-2-2/Depth.mp4,stretching,"""jumping jacks,lunges"""
SM_video/Depth/24使用手机/user4/3-2-3/Depth.mp4,usingmobilephone,"""calling,checking the time"""
SM_video/Depth/30开合跳/user4/3-2-3/Depth.mp4,jumpingjacks,"""squats,stretching"""
SM_video/Depth/31伸展运动/user4/3-2-3/Depth.mp4,stretching,"""jumping jacks,lunges"""
SM_video/Depth/17敲击键盘/user4/4-1-1/Depth.mp4,typingonakeyboard,"""checking the time,watching TV"""
SM_video/Depth/22翻页/user4/4-1-1/Depth.mp4,turningapage,"""reading,using mobile phone"""
SM_video/Depth/17敲击键盘/user4/4-1-2/Depth.mp4,typingonakeyboard,"""checking the time,watching TV"""
SM_video/Depth/22翻页/user4/4-1-2/Depth.mp4,turningapage,"""reading,using mobile phone"""
SM_video/Depth/17敲击键盘/user4/4-1-3/Depth.mp4,typingonakeyboard,"""checking the time,watching TV"""
SM_video/Depth/22翻页/user4/4-1-3/Depth.mp4,turningapage,"""reading,using mobile phone"""
SM_video/Depth/14擦碗/user4/4-2-1/Depth.mp4,washingdishes,"""wiping hands,massaging oneself"""
SM_video/Depth/6喝水/user4/4-2-1/Depth.mp4,drinking,"""grabbing utensils,stirring"""
SM_video/Depth/14擦碗/user4/4-2-2/Depth.mp4,washingdishes,"""wiping hands,massaging oneself"""
SM_video/Depth/6喝水/user4/4-2-2/Depth.mp4,drinking,"""grabbing utensils,stirring"""
SM_video/Depth/14擦碗/user4/4-2-3/Depth.mp4,washingdishes,"""wiping hands,massaging oneself"""
SM_video/Depth/6喝水/user4/4-2-3/Depth.mp4,drinking,"""grabbing utensils,stirring"""
SM_video/Depth/17敲击键盘/user4/5-2-1/Depth.mp4,typingonakeyboard,"""writing,reading"""
SM_video/Depth/17敲击键盘/user4/5-2-2/Depth.mp4,typingonakeyboard,"""writing,reading"""
SM_video/Depth/17敲击键盘/user4/5-2-3/Depth.mp4,typingonakeyboard,"""writing,reading"""
SM_video/Depth/24使用手机/user4/6-1-1/Depth.mp4,usingmobilephone,"""calling,checking the time"""
SM_video/Depth/19打电话/user4/6-1-1/Depth.mp4,calling,"""checking the time,reading"""
SM_video/Depth/24使用手机/user4/6-1-2/Depth.mp4,usingmobilephone,"""calling,checking the time"""
SM_video/Depth/19打电话/user4/6-1-2/Depth.mp4,calling,"""checking the time,reading"""
SM_video/Depth/24使用手机/user4/6-1-3/Depth.mp4,usingmobilephone,"""calling,checking the time"""
SM_video/Depth/19打电话/user4/6-1-3/Depth.mp4,calling,"""checking the time,reading"""
SM_video/Depth/37服药/user4/7-1-1/Depth.mp4,takingmedicine,"""drinking,throwing"""
SM_video/Depth/37服药/user4/7-1-2/Depth.mp4,takingmedicine,"""drinking,throwing"""
SM_video/Depth/37服药/user4/7-1-3/Depth.mp4,takingmedicine,"""drinking,throwing"""
SM_video/Depth/32站起/user4/7-2-1/Depth.mp4,standingup,"""stretching,walking"""
SM_video/Depth/7吃东西/user4/7-2-1/Depth.mp4,eating,"""peeling fruit,throwing"""
SM_video/Depth/32站起/user4/7-2-2/Depth.mp4,standingup,"""stretching,walking"""
SM_video/Depth/7吃东西/user4/7-2-2/Depth.mp4,eating,"""peeling fruit,throwing"""
SM_video/Depth/32站起/user4/7-2-3/Depth.mp4,standingup,"""stretching,walking"""
SM_video/Depth/7吃东西/user4/7-2-3/Depth.mp4,eating,"""peeling fruit,throwing"""
SM_video/Depth/0洗脸/user5/1-1-1/Depth.mp4,washingface,"""brushing teeth,drinking"""
SM_video/Depth/0洗脸/user5/1-1-3/Depth.mp4,washingface,"""brushing teeth,drinking"""
SM_video/Depth/6喝水/user5/1-2-1/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/7吃东西/user5/1-2-1/Depth.mp4,eating,"""wiping hands,peeling fruit"""
SM_video/Depth/6喝水/user5/1-2-2/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/7吃东西/user5/1-2-2/Depth.mp4,eating,"""wiping hands,peeling fruit"""
SM_video/Depth/6喝水/user5/1-2-3/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/7吃东西/user5/1-2-3/Depth.mp4,eating,"""wiping hands,peeling fruit"""
SM_video/Depth/7吃东西/user5/2-1-1/Depth.mp4,eating,"""peeling fruit,taking medicine"""
SM_video/Depth/6喝水/user5/2-1-1/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/7吃东西/user5/2-1-2/Depth.mp4,eating,"""peeling fruit,taking medicine"""
SM_video/Depth/6喝水/user5/2-1-2/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/7吃东西/user5/2-1-3/Depth.mp4,eating,"""peeling fruit,taking medicine"""
SM_video/Depth/6喝水/user5/2-1-3/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/12扫地/user5/3-1-1/Depth.mp4,sweeping,"""mopping,walking"""
SM_video/Depth/12扫地/user5/3-1-2/Depth.mp4,sweeping,"""mopping,walking"""
SM_video/Depth/12扫地/user5/3-1-3/Depth.mp4,sweeping,"""mopping,walking"""
SM_video/Depth/6喝水/user5/3-2-1/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/7吃东西/user5/3-2-1/Depth.mp4,eating,"""wiping hands,peeling fruit"""
SM_video/Depth/6喝水/user5/3-2-2/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/7吃东西/user5/3-2-2/Depth.mp4,eating,"""wiping hands,peeling fruit"""
SM_video/Depth/6喝水/user5/3-2-3/Depth.mp4,drinking,"""pouring,stirring"""
SM_video/Depth/7吃东西/user5/3-2-3/Depth.mp4,eating,"""wiping hands,peeling fruit"""
SM_video/Depth/17敲击键盘/user5/4-1-1/Depth.mp4,typingonakeyboard,"""writing,reading"""
SM_video/Depth/19打电话/user5/4-1-1/Depth.mp4,calling,"""checking the time,using mobile phone"""
SM_video/Depth/17敲击键盘/user5/4-1-2/Depth.mp4,typingonakeyboard,"""writing,reading"""
SM_video/Depth/19打电话/user5/4-1-2/Depth.mp4,calling,"""checking the time,using mobile phone"""
SM_video/Depth/17敲击键盘/user5/4-1-3/Depth.mp4,typingonakeyboard,"""writing,reading"""
SM_video/Depth/19打电话/user5/4-1-3/Depth.mp4,calling,"""checking the time,using mobile phone"""
SM_video/Depth/10搅拌饮料/user5/4-2-1/Depth.mp4,stirring,"""drinking,washing dishes"""
SM_video/Depth/10搅拌饮料/user5/4-2-2/Depth.mp4,stirring,"""drinking,washing dishes"""
SM_video/Depth/10搅拌饮料/user5/4-2-3/Depth.mp4,stirring,"""drinking,washing dishes"""
SM_video/Depth/18写作/user5/4-3-1/Depth.mp4,writing,"""reading,turning a page"""
SM_video/Depth/18写作/user5/4-3-2/Depth.mp4,writing,"""reading,turning a page"""
SM_video/Depth/18写作/user5/4-3-3/Depth.mp4,writing,"""reading,turning a page"""
